postion,age
195.6546909,4.221
195.7840509,4.224
195.9127103,4.227
196.0406708,4.23
196.167934,4.233
196.2945018,4.236
196.4203764,4.239
196.5455599,4.242
196.6700549,4.245
196.7938639,4.248
196.9169896,4.251
197.039435,4.254
197.1612032,4.257
197.2822974,4.26
197.4027211,4.263
197.5224779,4.266
197.6415715,4.269
197.7600059,4.272
197.8777852,4.275
197.9949135,4.278
198.1113954,4.281
198.2272353,4.284
198.342438,4.287
198.4570085,4.29
198.5709516,4.293
198.6842727,4.296
198.7969771,4.299
198.9090702,4.302
199.0205578,4.305
199.1314456,4.308
199.2417395,4.311
199.3514458,4.314
199.4605706,4.317
199.5691202,4.32
199.6771013,4.323
199.7845205,4.326
199.8913846,4.329
199.9977005,4.332
200.1034753,4.335
200.2087163,4.338
200.3134307,4.341
200.4176261,4.344
200.52131,4.347
200.6244902,4.35
200.7271745,4.353
200.829371,4.356
200.9310876,4.359
201.0323326,4.362
201.1331143,4.365
201.2334412,4.368
201.3333218,4.371
201.4327648,4.374
201.531779,4.377
201.6303733,4.38
201.7285565,4.383
201.8263379,4.386
201.9237266,4.389
202.0207318,4.392
202.117363,4.395
202.2136296,4.398
202.3095412,4.401
202.4051074,4.404
202.500338,4.407
202.5952427,4.41
202.6898314,4.413
202.7841142,4.416
202.8781011,4.419
202.9718021,4.422
203.0652275,4.425
203.1583876,4.428
203.2512926,4.431
203.343953,4.434
203.4363791,4.437
203.5285816,4.44
203.6205709,4.443
203.7123577,4.446
203.8039526,4.449
203.8953663,4.452
203.9866097,4.455
204.0776934,4.458
204.1686284,4.461
204.2594255,4.464
204.3500956,4.467
204.4406496,4.47
204.5310985,4.473
204.6214534,4.476
204.7117251,4.479
204.8019248,4.482
204.8920636,4.485
204.9821524,4.488
205.0722023,4.491
205.1622245,4.494
205.2522301,4.497
205.3422301,4.5
205.4322356,4.503
205.5222578,4.506
205.6123078,4.509
205.7023966,4.512
205.7925353,4.515
205.882735,4.518
205.9730068,4.521
206.0633616,4.524
206.1538105,4.527
206.2443646,4.53
206.3350346,4.533
206.4258317,4.536
206.5167667,4.539
206.6078504,4.542
206.6990938,4.545
206.7905076,4.548
206.8821025,4.551
206.9738893,4.554
207.0658786,4.557
207.158081,4.56
207.2505072,4.563
207.3431675,4.566
207.4360726,4.569
207.5292326,4.572
207.622658,4.575
207.7163591,4.578
207.8103459,4.581
207.9046287,4.584
207.9992175,4.587
208.0941222,4.59
208.1893527,4.593
208.2849189,4.596
208.3808305,4.599
208.4770971,4.602
208.5737283,4.605
208.6707336,4.608
208.7681222,4.611
208.8659036,4.614
208.9640869,4.617
209.0626811,4.62
209.1616953,4.623
209.2611383,4.626
209.3610189,4.629
209.4613459,4.632
209.5621276,4.635
209.6633726,4.638
209.7650892,4.641
209.8672856,4.644
209.9699699,4.647
210.0731501,4.65
210.176834,4.653
210.2810294,4.656
210.3857439,4.659
210.4909848,4.662
210.5967597,4.665
210.7030756,4.668
210.8099397,4.671
210.9173588,4.674
211.0253399,4.677
211.1338896,4.68
211.2430144,4.683
211.3527206,4.686
211.4630146,4.689
211.5739024,4.692
211.6853899,4.695
211.7974831,4.698
211.9101874,4.701
212.0235085,4.704
212.1374517,4.707
212.2520221,4.71
212.3672248,4.713
212.4830648,4.716
212.5995466,4.719
212.716675,4.722
212.8344542,4.725
212.9528886,4.728
213.0719822,4.731
213.191739,4.734
213.3121628,4.737
213.433257,4.74
213.5550252,4.743
213.6774706,4.746
213.8005963,4.749
213.9244052,4.752
214.0489002,4.755
214.1740838,4.758
214.2999583,4.761
214.4265262,4.764
214.5537894,4.767
214.6817498,4.77
214.8104093,4.773
214.9397693,4.776
215.0698312,4.779
215.2005963,4.782
215.3320657,4.785
215.4642401,4.788
215.5971203,4.791
215.7307068,4.794
215.865,4.797
216,4.8
216.1357068,4.803
216.2721203,4.806
216.4092401,4.809
216.5470657,4.812
216.6855963,4.815
216.8248312,4.818
216.9647693,4.821
217.1054093,4.824
217.2467498,4.827
217.3887894,4.83
217.5315262,4.833
217.6749583,4.836
217.8190838,4.839
217.9639002,4.842
218.1094052,4.845
218.2555963,4.848
218.4024706,4.851
218.5500252,4.854
218.698257,4.857
218.8471628,4.86
218.996739,4.863
219.1469822,4.866
219.2978886,4.869
219.4494542,4.872
219.601675,4.875
219.7545466,4.878
219.9080648,4.881
220.0622248,4.884
220.2170221,4.887
220.3724517,4.89
220.5285085,4.893
220.6851874,4.896
220.8424831,4.899
221.0003899,4.902
221.1589024,4.905
221.3180146,4.908
221.4777206,4.911
221.6380144,4.914
221.7988896,4.917
221.9603399,4.92
222.1223588,4.923
222.2849397,4.926
222.4480756,4.929
222.6117597,4.932
222.7759848,4.935
222.9407439,4.938
223.1060294,4.941
223.271834,4.944
223.4381501,4.947
223.6049699,4.95
223.7722856,4.953
223.9400892,4.956
224.1083726,4.959
224.2771276,4.962
224.4463459,4.965
224.6160189,4.968
224.7861383,4.971
224.9566953,4.974
225.1276811,4.977
225.2990869,4.98
225.4709036,4.983
225.6431222,4.986
225.8157336,4.989
225.9887283,4.992
226.1620971,4.995
226.3358305,4.998
226.5099189,5.001
226.6843527,5.004
226.8591222,5.007
227.0342175,5.01
227.2096287,5.013
227.3853459,5.016
227.5613591,5.019
227.737658,5.022
227.9142326,5.025
228.0910726,5.028
228.2681675,5.031
228.4455072,5.034
228.623081,5.037
228.8008786,5.04
228.9788893,5.043
229.1571025,5.046
229.3355076,5.049
229.5140938,5.052
229.6928504,5.055
229.8717667,5.058
230.0508317,5.061
230.2300346,5.064
230.4093646,5.067
230.5888105,5.07
230.7683616,5.073
230.9480068,5.076
231.127735,5.079
231.3075353,5.082
231.4873966,5.085
231.6673078,5.088
231.8472578,5.091
232.0272356,5.094
232.2072301,5.097
232.3872301,5.1
232.5672245,5.103
232.7472023,5.106
232.9271524,5.109
233.1070636,5.112
233.2869248,5.115
233.4667251,5.118
233.6464534,5.121
233.8260985,5.124
234.0056496,5.127
234.1850956,5.13
234.3644255,5.133
234.5436284,5.136
234.7226934,5.139
234.9016097,5.142
235.0803663,5.145
235.2589526,5.148
235.4373577,5.151
235.6155709,5.154
235.7935816,5.157
235.9713791,5.16
236.148953,5.163
236.3262926,5.166
236.5033876,5.169
236.6802275,5.172
236.8568021,5.175
237.0331011,5.178
237.2091142,5.181
237.3848314,5.184
237.5602427,5.187
237.735338,5.19
237.9101074,5.193
238.0845412,5.196
238.2586296,5.199
238.432363,5.202
238.6057318,5.205
238.7787266,5.208
238.9513379,5.211
239.1235565,5.214
239.2953733,5.217
239.466779,5.22
239.6377648,5.223
239.8083218,5.226
239.9784412,5.229
240.1481143,5.232
240.3173326,5.235
240.4860876,5.238
240.654371,5.241
240.8221745,5.244
240.9894902,5.247
241.15631,5.25
241.3226261,5.253
241.4884307,5.256
241.6537163,5.259
241.8184753,5.262
241.9827005,5.265
242.1463846,5.268
242.3095205,5.271
242.4721013,5.274
242.6341202,5.277
242.7955706,5.28
242.9564458,5.283
243.1167395,5.286
243.2764456,5.289
243.4355578,5.292
243.5940702,5.295
243.7519771,5.298
243.9092727,5.301
244.0659516,5.304
244.2220085,5.307
244.377438,5.31
244.5322353,5.313
244.6863954,5.316
244.8399135,5.319
244.9927852,5.322
245.1450059,5.325
245.2965715,5.328
245.4474779,5.331
245.5977211,5.334
245.7472974,5.337
245.8962032,5.34
246.044435,5.343
246.1919896,5.346
246.3388639,5.349
246.4850549,5.352
246.6305599,5.355
246.7753764,5.358
246.9195018,5.361
247.062934,5.364
247.2056708,5.367
247.3477103,5.37
247.4890509,5.373
247.6296909,5.376
247.7696289,5.379
247.9088638,5.382
248.0473945,5.385
248.18522,5.388
248.3223398,5.391
248.4587533,5.394
248.5944601,5.397
248.7294601,5.4
248.8637533,5.403
248.9973398,5.406
249.13022,5.409
249.2623945,5.412
249.3938638,5.415
249.5246289,5.418
249.6546909,5.421
249.7840509,5.424
249.9127103,5.427
250.0406708,5.43
250.167934,5.433
250.2945018,5.436
250.4203764,5.439
250.5455599,5.442
250.6700549,5.445
250.7938639,5.448
250.9169896,5.451
251.039435,5.454
251.1612032,5.457
251.2822974,5.46
251.4027211,5.463
251.5224779,5.466
251.6415715,5.469
251.7600059,5.472
251.8777852,5.475
251.9949135,5.478
252.1113954,5.481
252.2272353,5.484
252.342438,5.487
252.4570085,5.49
252.5709516,5.493
252.6842727,5.496
252.7969771,5.499
252.9090702,5.502
253.0205578,5.505
253.1314456,5.508
253.2417395,5.511
253.3514458,5.514
253.4605706,5.517
253.5691202,5.52
253.6771013,5.523
253.7845205,5.526
253.8913846,5.529
253.9977005,5.532
254.1034753,5.535
254.2087163,5.538
254.3134307,5.541
254.4176261,5.544
254.52131,5.547
254.6244902,5.55
254.7271745,5.553
254.829371,5.556
254.9310876,5.559
255.0323326,5.562
255.1331143,5.565
255.2334412,5.568
255.3333218,5.571
255.4327648,5.574
255.531779,5.577
255.6303733,5.58
255.7285565,5.583
255.8263379,5.586
255.9237266,5.589
256.0207318,5.592
256.117363,5.595
256.2136296,5.598
256.3095412,5.601
256.4051074,5.604
256.500338,5.607
256.5952427,5.61
256.6898314,5.613
256.7841142,5.616
256.8781011,5.619
256.9718021,5.622
257.0652275,5.625
257.1583876,5.628
257.2512926,5.631
257.343953,5.634
257.4363791,5.637
257.5285816,5.64
257.6205709,5.643
257.7123577,5.646
257.8039526,5.649
257.8953663,5.652
257.9866097,5.655
258.0776934,5.658
258.1686284,5.661
258.2594255,5.664
258.3500956,5.667
258.4406496,5.67
258.5310985,5.673
258.6214534,5.676
258.7117251,5.679
258.8019248,5.682
258.8920636,5.685
258.9821524,5.688
259.0722023,5.691
259.1622245,5.694
259.2522301,5.697
259.3422301,5.7
259.4322356,5.703
259.5222578,5.706
259.6123078,5.709
259.7023966,5.712
259.7925353,5.715
259.882735,5.718
259.9730068,5.721
260.0633616,5.724
260.1538105,5.727
260.2443646,5.73
260.3350346,5.733
260.4258317,5.736
260.5167667,5.739
260.6078504,5.742
260.6990938,5.745
260.7905076,5.748
260.8821025,5.751
260.9738893,5.754
261.0658786,5.757
261.158081,5.76
261.2505072,5.763
261.3431675,5.766
261.4360726,5.769
261.5292326,5.772
261.622658,5.775
261.7163591,5.778
261.8103459,5.781
261.9046287,5.784
261.9992175,5.787
262.0941222,5.79
262.1893527,5.793
262.2849189,5.796
262.3808305,5.799
262.4770971,5.802
262.5737283,5.805
262.6707336,5.808
262.7681222,5.811
262.8659036,5.814
262.9640869,5.817
263.0626811,5.82
263.1616953,5.823
263.2611383,5.826
263.3610189,5.829
263.4613459,5.832
263.5621276,5.835
263.6633726,5.838
263.7650892,5.841
263.8672856,5.844
263.9699699,5.847
264.0731501,5.85
264.176834,5.853
264.2810294,5.856
264.3857439,5.859
264.4909848,5.862
264.5967597,5.865
264.7030756,5.868
264.8099397,5.871
264.9173588,5.874
265.0253399,5.877
265.1338896,5.88
265.2430144,5.883
265.3527206,5.886
265.4630146,5.889
265.5739024,5.892
265.6853899,5.895
265.7974831,5.898
265.9101874,5.901
266.0235085,5.904
266.1374517,5.907
266.2520221,5.91
266.3672248,5.913
266.4830648,5.916
266.5995466,5.919
266.716675,5.922
266.8344542,5.925
266.9528886,5.928
267.0719822,5.931
267.191739,5.934
267.3121628,5.937
267.433257,5.94
267.5550252,5.943
267.6774706,5.946
267.8005963,5.949
267.9244052,5.952
268.0489002,5.955
268.1740838,5.958
268.2999583,5.961
268.4265262,5.964
268.5537894,5.967
268.6817498,5.97
268.8104093,5.973
268.9397693,5.976
269.0698312,5.979
269.2005963,5.982
269.3320657,5.985
269.4642401,5.988
269.5971203,5.991
269.7307068,5.994
269.865,5.997
270,6
270.1357068,6.003
270.2721203,6.006
270.4092401,6.009
270.5470657,6.012
270.6855963,6.015
270.8248312,6.018
270.9647693,6.021
271.1054093,6.024
271.2467498,6.027
271.3887894,6.03
271.5315262,6.033
271.6749583,6.036
271.8190838,6.039
271.9639002,6.042
272.1094052,6.045
272.2555963,6.048
272.4024706,6.051
272.5500252,6.054
272.698257,6.057
272.8471628,6.06
272.996739,6.063
273.1469822,6.066
273.2978886,6.069
273.4494542,6.072
273.601675,6.075
273.7545466,6.078
273.9080648,6.081
274.0622248,6.084
274.2170221,6.087
274.3724517,6.09
274.5285085,6.093
274.6851874,6.096
274.8424831,6.099
275.0003899,6.102
275.1589024,6.105
275.3180146,6.108
275.4777206,6.111
275.6380144,6.114
275.7988896,6.117
275.9603399,6.12
276.1223588,6.123
276.2849397,6.126
276.4480756,6.129
276.6117597,6.132
276.7759848,6.135
276.9407439,6.138
277.1060294,6.141
277.271834,6.144
277.4381501,6.147
277.6049699,6.15
277.7722856,6.153
277.9400892,6.156
278.1083726,6.159
278.2771276,6.162
278.4463459,6.165
278.6160189,6.168
278.7861383,6.171
278.9566953,6.174
279.1276811,6.177
279.2990869,6.18
279.4709036,6.183
279.6431222,6.186
279.8157336,6.189
279.9887283,6.192
280.1620971,6.195
280.3358305,6.198
280.5099189,6.201
280.6843527,6.204
280.8591222,6.207
281.0342175,6.21
281.2096287,6.213
281.3853459,6.216
281.5613591,6.219
281.737658,6.222
281.9142326,6.225
282.0910726,6.228
282.2681675,6.231
282.4455072,6.234
282.623081,6.237
282.8008786,6.24
282.9788893,6.243
283.1571025,6.246
283.3355076,6.249
283.5140938,6.252
283.6928504,6.255
283.8717667,6.258
284.0508317,6.261
284.2300346,6.264
284.4093646,6.267
284.5888105,6.27
284.7683616,6.273
284.9480068,6.276
285.127735,6.279
285.3075353,6.282
285.4873966,6.285
285.6673078,6.288
285.8472578,6.291
286.0272356,6.294
286.2072301,6.297
286.3872301,6.3
286.5672245,6.303
286.7472023,6.306
286.9271524,6.309
287.1070636,6.312
287.2869248,6.315
287.4667251,6.318
287.6464534,6.321
287.8260985,6.324
288.0056496,6.327
288.1850956,6.33
288.3644255,6.333
288.5436284,6.336
288.7226934,6.339
288.9016097,6.342
289.0803663,6.345
289.2589526,6.348
289.4373577,6.351
289.6155709,6.354
289.7935816,6.357
289.9713791,6.36
290.148953,6.363
290.3262926,6.366
290.5033876,6.369
290.6802275,6.372
290.8568021,6.375
291.0331011,6.378
291.2091142,6.381
291.3848314,6.384
291.5602427,6.387
291.735338,6.39
291.9101074,6.393
292.0845412,6.396
292.2586296,6.399
292.432363,6.402
292.6057318,6.405
292.7787266,6.408
292.9513379,6.411
293.1235565,6.414
293.2953733,6.417
293.466779,6.42
293.6377648,6.423
293.8083218,6.426
293.9784412,6.429
294.1481143,6.432
294.3173326,6.435
294.4860876,6.438
294.654371,6.441
294.8221745,6.444
294.9894902,6.447
295.15631,6.45
295.3226261,6.453
295.4884307,6.456
295.6537163,6.459
295.8184753,6.462
295.9827005,6.465
296.1463846,6.468
296.3095205,6.471
296.4721013,6.474
296.6341202,6.477
296.7955706,6.48
296.9564458,6.483
297.1167395,6.486
297.2764456,6.489
297.4355578,6.492
297.5940702,6.495
297.7519771,6.498
297.9092727,6.501
298.0659516,6.504
298.2220085,6.507
298.377438,6.51
298.5322353,6.513
298.6863954,6.516
298.8399135,6.519
298.9927852,6.522
299.1450059,6.525
299.2965715,6.528
299.4474779,6.531
299.5977211,6.534
299.7472974,6.537
299.8962032,6.54
300.044435,6.543
300.1919896,6.546
300.3388639,6.549
300.4850549,6.552
300.6305599,6.555
300.7753764,6.558
300.9195018,6.561
301.062934,6.564
301.2056708,6.567
301.3477103,6.57
301.4890509,6.573
301.6296909,6.576
301.7696289,6.579
301.9088638,6.582
302.0473945,6.585
302.18522,6.588
302.3223398,6.591
302.4587533,6.594
302.5944601,6.597
302.7294601,6.6
302.8637533,6.603
302.9973398,6.606
303.13022,6.609
303.2623945,6.612
303.3938638,6.615
303.5246289,6.618
303.6546909,6.621
303.7840509,6.624
303.9127103,6.627
304.0406708,6.63
304.167934,6.633
304.2945018,6.636
304.4203764,6.639
304.5455599,6.642
304.6700549,6.645
304.7938639,6.648
304.9169896,6.651
305.039435,6.654
305.1612032,6.657
305.2822974,6.66
305.4027211,6.663
305.5224779,6.666
305.6415715,6.669
305.7600059,6.672
305.8777852,6.675
305.9949135,6.678
306.1113954,6.681
306.2272353,6.684
306.342438,6.687
306.4570085,6.69
306.5709516,6.693
306.6842727,6.696
306.7969771,6.699
306.9090702,6.702
307.0205578,6.705
307.1314456,6.708
307.2417395,6.711
307.3514458,6.714
307.4605706,6.717
307.5691202,6.72
307.6771013,6.723
307.7845205,6.726
307.8913846,6.729
307.9977005,6.732
308.1034753,6.735
308.2087163,6.738
308.3134307,6.741
308.4176261,6.744
308.52131,6.747
308.6244902,6.75
308.7271745,6.753
308.829371,6.756
308.9310876,6.759
309.0323326,6.762
309.1331143,6.765
309.2334412,6.768
309.3333218,6.771
309.4327648,6.774
309.531779,6.777
309.6303733,6.78
309.7285565,6.783
309.8263379,6.786
309.9237266,6.789
310.0207318,6.792
310.117363,6.795
310.2136296,6.798
310.3095412,6.801
310.4051074,6.804
310.500338,6.807
310.5952427,6.81
310.6898314,6.813
310.7841142,6.816
310.8781011,6.819
310.9718021,6.822
311.0652275,6.825
311.1583876,6.828
311.2512926,6.831
311.343953,6.834
311.4363791,6.837
311.5285816,6.84
311.6205709,6.843
311.7123577,6.846
311.8039526,6.849
311.8953663,6.852
311.9866097,6.855
312.0776934,6.858
312.1686284,6.861
312.2594255,6.864
312.3500956,6.867
312.4406496,6.87
312.5310985,6.873
312.6214534,6.876
312.7117251,6.879
312.8019248,6.882
312.8920636,6.885
312.9821524,6.888
313.0722023,6.891
313.1622245,6.894
313.2522301,6.897
313.3422301,6.9
313.4322356,6.903
313.5222578,6.906
313.6123078,6.909
313.7023966,6.912
313.7925353,6.915
313.882735,6.918
313.9730068,6.921
314.0633616,6.924
314.1538105,6.927
314.2443646,6.93
314.3350346,6.933
314.4258317,6.936
314.5167667,6.939
314.6078504,6.942
314.6990938,6.945
314.7905076,6.948
314.8821025,6.951
314.9738893,6.954
315.0658786,6.957
315.158081,6.96
315.2505072,6.963
315.3431675,6.966
315.4360726,6.969
315.5292326,6.972
315.622658,6.975
315.7163591,6.978
315.8103459,6.981
315.9046287,6.984
315.9992175,6.987
316.0941222,6.99
316.1893527,6.993
316.2849189,6.996
316.3808305,6.999
316.4770971,7.002
316.5737283,7.005
316.6707336,7.008
316.7681222,7.011
316.8659036,7.014
316.9640869,7.017
317.0626811,7.02
317.1616953,7.023
317.2611383,7.026
317.3610189,7.029
317.4613459,7.032
317.5621276,7.035
317.6633726,7.038
317.7650892,7.041
317.8672856,7.044
317.9699699,7.047
318.0731501,7.05
318.176834,7.053
318.2810294,7.056
318.3857439,7.059
318.4909848,7.062
318.5967597,7.065
318.7030756,7.068
318.8099397,7.071
318.9173588,7.074
319.0253399,7.077
319.1338896,7.08
319.2430144,7.083
319.3527206,7.086
319.4630146,7.089
319.5739024,7.092
319.6853899,7.095
319.7974831,7.098
319.9101874,7.101
320.0235085,7.104
320.1374517,7.107
320.2520221,7.11
320.3672248,7.113
320.4830648,7.116
320.5995466,7.119
320.716675,7.122
320.8344542,7.125
320.9528886,7.128
321.0719822,7.131
321.191739,7.134
321.3121628,7.137
321.433257,7.14
321.5550252,7.143
321.6774706,7.146
321.8005963,7.149
321.9244052,7.152
322.0489002,7.155
322.1740838,7.158
322.2999583,7.161
322.4265262,7.164
322.5537894,7.167
322.6817498,7.17
322.8104093,7.173
322.9397693,7.176
323.0698312,7.179
323.2005963,7.182
323.3320657,7.185
323.4642401,7.188
323.5971203,7.191
323.7307068,7.194
323.865,7.197
324,7.2
324.1357068,7.203
324.2721203,7.206
324.4092401,7.209
324.5470657,7.212
324.6855963,7.215
324.8248312,7.218
324.9647693,7.221
325.1054093,7.224
325.2467498,7.227
325.3887894,7.23
325.5315262,7.233
325.6749583,7.236
325.8190838,7.239
325.9639002,7.242
326.1094052,7.245
326.2555963,7.248
326.4024706,7.251
326.5500252,7.254
326.698257,7.257
326.8471628,7.26
326.996739,7.263
327.1469822,7.266
327.2978886,7.269
327.4494542,7.272
327.601675,7.275
327.7545466,7.278
327.9080648,7.281
328.0622248,7.284
328.2170221,7.287
328.3724517,7.29
328.5285085,7.293
328.6851874,7.296
328.8424831,7.299
329.0003899,7.302
329.1589024,7.305
329.3180146,7.308
329.4777206,7.311
329.6380144,7.314
329.7988896,7.317
329.9603399,7.32
330.1223588,7.323
330.2849397,7.326
330.4480756,7.329
330.6117597,7.332
330.7759848,7.335
330.9407439,7.338
331.1060294,7.341
331.271834,7.344
331.4381501,7.347
331.6049699,7.35
331.7722856,7.353
331.9400892,7.356
332.1083726,7.359
332.2771276,7.362
332.4463459,7.365
332.6160189,7.368
332.7861383,7.371
332.9566953,7.374
333.1276811,7.377
333.2990869,7.38
333.4709036,7.383
333.6431222,7.386
333.8157336,7.389
333.9887283,7.392
334.1620971,7.395
334.3358305,7.398
334.5099189,7.401
334.6843527,7.404
334.8591222,7.407
335.0342175,7.41
335.2096287,7.413
335.3853459,7.416
335.5613591,7.419
335.737658,7.422
335.9142326,7.425
336.0910726,7.428
336.2681675,7.431
336.4455072,7.434
336.623081,7.437
336.8008786,7.44
336.9788893,7.443
337.1571025,7.446
337.3355076,7.449
337.5140938,7.452
337.6928504,7.455
337.8717667,7.458
338.0508317,7.461
338.2300346,7.464
338.4093646,7.467
338.5888105,7.47
338.7683616,7.473
338.9480068,7.476
339.127735,7.479
339.3075353,7.482
339.4873966,7.485
339.6673078,7.488
339.8472578,7.491
340.0272356,7.494
340.2072301,7.497
340.3872301,7.5
340.5672245,7.503
340.7472023,7.506
340.9271524,7.509
341.1070636,7.512
341.2869248,7.515
341.4667251,7.518
341.6464534,7.521
341.8260985,7.524
342.0056496,7.527
342.1850956,7.53
342.3644255,7.533
342.5436284,7.536
342.7226934,7.539
342.9016097,7.542
343.0803663,7.545
343.2589526,7.548
343.4373577,7.551
343.6155709,7.554
343.7935816,7.557
343.9713791,7.56
344.148953,7.563
344.3262926,7.566
344.5033876,7.569
344.6802275,7.572
344.8568021,7.575
345.0331011,7.578
345.2091142,7.581
345.3848314,7.584
345.5602427,7.587
345.735338,7.59
345.9101074,7.593
346.0845412,7.596
346.2586296,7.599
346.432363,7.602
346.6057318,7.605
346.7787266,7.608
346.9513379,7.611
347.1235565,7.614
347.2953733,7.617
347.466779,7.62
347.6377648,7.623
347.8083218,7.626
347.9784412,7.629
348.1481143,7.632
348.3173326,7.635
348.4860876,7.638
348.654371,7.641
348.8221745,7.644
348.9894902,7.647
349.15631,7.65
349.3226261,7.653
349.4884307,7.656
349.6537163,7.659
349.8184753,7.662
349.9827005,7.665
350.1463846,7.668
350.3095205,7.671
350.4721013,7.674
350.6341202,7.677
350.7955706,7.68
350.9564458,7.683
351.1167395,7.686
351.2764456,7.689
351.4355578,7.692
351.5940702,7.695
351.7519771,7.698
351.9092727,7.701
352.0659516,7.704
352.2220085,7.707
352.377438,7.71
352.5322353,7.713
352.6863954,7.716
352.8399135,7.719
352.9927852,7.722
353.1450059,7.725
353.2965715,7.728
353.4474779,7.731
353.5977211,7.734
353.7472974,7.737
353.8962032,7.74
354.044435,7.743
354.1919896,7.746
354.3388639,7.749
354.4850549,7.752
354.6305599,7.755
354.7753764,7.758
354.9195018,7.761
355.062934,7.764
355.2056708,7.767
355.3477103,7.77
355.4890509,7.773
355.6296909,7.776
355.7696289,7.779
355.9088638,7.782
356.0473945,7.785
356.18522,7.788
356.3223398,7.791
356.4587533,7.794
356.5944601,7.797
356.7294601,7.8
356.8637533,7.803
356.9973398,7.806
357.13022,7.809
357.2623945,7.812
357.3938638,7.815
357.5246289,7.818
357.6546909,7.821
357.7840509,7.824
357.9127103,7.827
358.0406708,7.83
358.167934,7.833
358.2945018,7.836
358.4203764,7.839
358.5455599,7.842
358.6700549,7.845
358.7938639,7.848
358.9169896,7.851
359.039435,7.854
359.1612032,7.857
359.2822974,7.86
359.4027211,7.863
359.5224779,7.866
359.6415715,7.869
359.7600059,7.872
359.8777852,7.875
359.9949135,7.878
360.1113954,7.881
360.2272353,7.884
360.342438,7.887
360.4570085,7.89
360.5709516,7.893
360.6842727,7.896
360.7969771,7.899
360.9090702,7.902
361.0205578,7.905
361.1314456,7.908
361.2417395,7.911
361.3514458,7.914
361.4605706,7.917
361.5691202,7.92
361.6771013,7.923
361.7845205,7.926
361.8913846,7.929
361.9977005,7.932
362.1034753,7.935
362.2087163,7.938
362.3134307,7.941
362.4176261,7.944
362.52131,7.947
362.6244902,7.95
362.7271745,7.953
362.829371,7.956
362.9310876,7.959
363.0323326,7.962
363.1331143,7.965
363.2334412,7.968
363.3333218,7.971
363.4327648,7.974
363.531779,7.977
363.6303733,7.98
363.7285565,7.983
363.8263379,7.986
363.9237266,7.989
364.0207318,7.992
364.117363,7.995
364.2136296,7.998
364.3095412,8.001
364.4051074,8.004
364.500338,8.007
364.5952427,8.01
364.6898314,8.013
364.7841142,8.016
364.8781011,8.019
364.9718021,8.022
365.0652275,8.025
365.1583876,8.028
365.2512926,8.031
365.343953,8.034
365.4363791,8.037
365.5285816,8.04
365.6205709,8.043
365.7123577,8.046
365.8039526,8.049
365.8953663,8.052
365.9866097,8.055
366.0776934,8.058
366.1686284,8.061
366.2594255,8.064
366.3500956,8.067
366.4406496,8.07
366.5310985,8.073
366.6214534,8.076
366.7117251,8.079
366.8019248,8.082
366.8920636,8.085
366.9821524,8.088
367.0722023,8.091
367.1622245,8.094
367.2522301,8.097
367.3422301,8.1
367.4322356,8.103
367.5222578,8.106
367.6123078,8.109
367.7023966,8.112
367.7925353,8.115
367.882735,8.118
367.9730068,8.121
368.0633616,8.124
368.1538105,8.127
368.2443646,8.13
368.3350346,8.133
368.4258317,8.136
368.5167667,8.139
368.6078504,8.142
368.6990938,8.145
368.7905076,8.148
368.8821025,8.151
368.9738893,8.154
369.0658786,8.157
369.158081,8.16
369.2505072,8.163
369.3431675,8.166
369.4360726,8.169
369.5292326,8.172
369.622658,8.175
369.7163591,8.178
369.8103459,8.181
369.9046287,8.184
369.9992175,8.187
370.0941222,8.19
370.1893527,8.193
370.2849189,8.196
370.3808305,8.199
370.4770971,8.202
370.5737283,8.205
370.6707336,8.208
370.7681222,8.211
370.8659036,8.214
370.9640869,8.217
371.0626811,8.22
371.1616953,8.223
371.2611383,8.226
371.3610189,8.229
371.4613459,8.232
371.5621276,8.235
371.6633726,8.238
371.7650892,8.241
371.8672856,8.244
371.9699699,8.247
372.0731501,8.25
372.176834,8.253
372.2810294,8.256
372.3857439,8.259
372.4909848,8.262
372.5967597,8.265
372.7030756,8.268
372.8099397,8.271
372.9173588,8.274
373.0253399,8.277
373.1338896,8.28
373.2430144,8.283
373.3527206,8.286
373.4630146,8.289
373.5739024,8.292
373.6853899,8.295
373.7974831,8.298
373.9101874,8.301
374.0235085,8.304
374.1374517,8.307
374.2520221,8.31
374.3672248,8.313
374.4830648,8.316
374.5995466,8.319
374.716675,8.322
374.8344542,8.325
374.9528886,8.328
375.0719822,8.331
375.191739,8.334
375.3121628,8.337
375.433257,8.34
375.5550252,8.343
375.6774706,8.346
375.8005963,8.349
375.9244052,8.352
376.0489002,8.355
376.1740838,8.358
376.2999583,8.361
376.4265262,8.364
376.5537894,8.367
376.6817498,8.37
376.8104093,8.373
376.9397693,8.376
377.0698312,8.379
377.2005963,8.382
377.3320657,8.385
377.4642401,8.388
377.5971203,8.391
377.7307068,8.394
377.865,8.397
378,8.4
378.1357068,8.403
378.2721203,8.406
378.4092401,8.409
378.5470657,8.412
378.6855963,8.415
378.8248312,8.418
378.9647693,8.421
379.1054093,8.424
379.2467498,8.427
379.3887894,8.43
379.5315262,8.433
379.6749583,8.436
379.8190838,8.439
379.9639002,8.442
380.1094052,8.445
380.2555963,8.448
380.4024706,8.451
380.5500252,8.454
380.698257,8.457
380.8471628,8.46
