position,value
211.95,6.656161079
212.1,6.233561572
212.25,6.763849691
212.4,7.731796618
212.55,6.464272738
212.7,7.322053335
212.85,7.731125819
213,7.29676782
213.15,7.254913334
213.3,7.017535127
213.45,7.115948557
213.6,6.790731309
213.75,7.548217053
213.9,8.082451531
214.05,6.869143135
214.2,6.61792098
214.35,6.818318133
214.5,7.847555957
214.65,6.813729568
214.8,7.122189248
214.95,7.135162718
215.1,7.57825057
215.25,7.013413694
215.4,7.864999582
215.55,7.265972085
215.7,7.793597099
215.85,7.270750598
216,7.52156192
216.15,6.993889087
216.3,7.493275364
216.45,7.708909885
216.6,7.946102774
216.75,6.989138304
216.9,7.71637136
217.05,7.717729521
217.2,7.627501552
217.35,6.402868266
217.5,6.71326048
217.65,5.419953022
217.8,7.649415695
217.95,6.925976796
218.1,6.443710011
218.25,6.437611642
218.4,6.18405829
218.55,6.500465521
218.7,6.424803289
218.85,7.127786039
219,6.902538224
219.15,6.648027018
219.3,5.571465094
219.45,6.133139354
219.6,7.380102703
219.75,7.307862393
219.9,6.217673481
220.05,7.296097545
220.2,7.26038488
220.35,7.595261976
220.5,7.263372561
220.65,7.417332371
220.8,7.221192874
220.95,5.853411972
221.1,5.596562397
221.25,6.706335854
221.4,6.64950348
221.55,7.019103715
221.7,5.930791447
221.85,6.669010269
222,6.295367144
222.15,6.680319711
222.3,5.647453341
222.45,6.35458005
222.6,7.454695016
222.75,7.088090005
222.9,5.858886355
223.05,6.184509813
223.2,5.884906967
223.35,6.541871859
223.5,6.879471483
223.65,7.788178578
223.8,7.444331462
223.95,5.91682113
224.1,6.303507192
224.25,5.823960942
224.4,7.186809759
224.55,7.410513388
224.7,6.654069727
224.85,6.778943001
225,6.795512098
225.15,6.536022612
225.3,7.395302749
225.45,8.026890166
225.6,7.31675595
225.75,7.801852463
225.9,7.483753897
226.05,7.315388475
226.2,6.975983283
226.35,6.476467408
226.5,7.246140809
226.65,6.438923881
226.8,7.20885888
226.95,5.997471194
227.1,6.689682246
227.25,7.605523678
227.4,6.370786456
227.55,6.298839652
227.7,6.680638265
227.85,7.669089076
228,6.371814475
228.15,5.911235595
228.3,6.466913544
228.45,7.670849092
228.6,6.766367805
228.75,6.807652728
228.9,6.725385374
229.05,6.386951779
229.2,6.784885215
229.35,7.751461843
229.5,7.407853196
229.65,6.739190865
229.8,6.132750923
229.95,6.571503495
230.1,5.807173715
230.25,7.298017009
230.4,8.049947647
230.55,6.798447567
230.7,6.800482355
230.85,7.714088006
231,6.22508382
231.15,7.436551414
231.3,6.222267096
231.45,7.240247592
231.6,7.416672976
231.75,7.318132457
231.9,6.827483934
232.05,6.398902033
232.2,6.52432927
232.35,7.55633771
232.5,7.726679745
232.65,7.164429933
232.8,6.234167074
232.95,6.779869137
233.1,7.337629937
233.25,6.661447948
233.4,7.244218407
233.55,7.250508423
233.7,7.246204636
233.85,7.04878994
234,6.087863437
234.15,6.047701958
234.3,8.085998732
234.45,6.696163941
234.6,7.584362665
234.75,6.410269641
234.9,7.992714954
235.05,7.579752248
235.2,6.796904623
235.35,7.096011219
235.5,7.161174708
235.65,6.875704939
235.8,6.443432916
235.95,6.854014033
236.1,6.846119387
236.25,7.956051878
236.4,6.525184099
236.55,7.385828356
236.7,7.258068042
236.85,7.871946109
237,7.161455255
237.15,7.530619891
237.3,6.917068176
237.45,6.325808487
237.6,6.520889804
237.75,7.716614425
237.9,6.936494434
238.05,7.447800473
238.2,8.146129156
238.35,5.735078103
238.5,7.038993315
238.65,6.298662118
238.8,5.900254089
238.95,6.932932173
239.1,6.641710228
239.25,6.709909766
239.4,7.35684355
239.55,7.58075314
239.7,6.058442024
239.85,6.53552512
240,6.4151014
240.15,7.7625892
240.3,7.478414074
240.45,6.722875042
240.6,7.143133051
240.75,5.76212351
240.9,6.346525334
241.05,6.33169609
241.2,6.530144792
241.35,6.5098558
241.5,6.050525432
241.65,5.656969418
241.8,6.698537606
241.95,7.772378537
242.1,6.315429942
242.25,7.275482468
242.4,6.627504735
242.55,6.724137699
242.7,6.301939578
242.85,7.337977344
243,6.80707958
243.15,6.750979759
243.3,6.813709845
243.45,6.655460556
243.6,5.787572488
243.75,7.887610584
243.9,6.510995567
244.05,5.283622728
244.2,5.736075848
244.35,5.589211829
244.5,6.815155971
244.65,6.812306079
244.8,5.306132831
244.95,5.992197676
245.1,5.420692649
245.25,6.133030448
245.4,6.43617135
245.55,7.152569135
245.7,6.541096833
245.85,6.117992917
246,6.09617177
246.15,6.546473259
246.3,6.844998102
246.45,6.847994542
246.6,5.974840481
246.75,5.86736014
246.9,6.621708447
247.05,5.535194351
247.2,6.901988821
247.35,6.057857166
247.5,6.47745641
247.65,6.032131504
247.8,6.921849571
247.95,6.167563641
248.1,6.160509472
248.25,5.780705015
248.4,5.63367903
248.55,7.009369928
248.7,6.278744098
248.85,5.636295644
249,5.819229975
249.15,5.428474485
249.3,5.501467024
249.45,5.582783356
249.6,6.54038045
249.75,6.237289536
249.9,5.58524074
250.05,7.209292877
250.2,6.528585014
250.35,6.179273999
250.5,5.712484033
250.65,6.830003972
250.8,6.722826963
250.95,7.036031665
251.1,7.002561964
251.25,6.597445097
251.4,7.349303529
251.55,5.904569532
251.7,6.801572607
251.85,6.193439996
252,7.016158908
252.15,6.913138278
252.3,7.199591073
252.45,7.847291406
252.6,6.893617961
252.75,6.107024532
252.9,5.907347989
253.05,7.418867562
253.2,6.71193072
253.35,6.992712183
253.5,7.220401547
253.65,5.82691279
253.8,6.393471387
253.95,6.600575014
254.1,6.093906999
254.25,7.314018057
254.4,7.828477601
254.55,6.994238296
254.7,7.036751586
254.85,6.376069841
255,7.171077342
255.15,6.358946794
255.3,6.321650899
255.45,6.614992165
255.6,6.9868744
255.75,7.344281785
255.9,7.361705771
256.05,7.105683308
256.2,6.826947342
256.35,6.949565506
256.5,6.747489354
256.65,7.505947855
256.8,7.252140485
256.95,6.439218077
257.1,7.451110386
257.25,6.679050042
257.4,7.089719174
257.55,7.252708691
257.7,7.13652877
257.85,5.93051577
258,6.383742693
258.15,6.000449468
258.3,6.147312801
258.45,5.131069698
258.6,7.458905438
258.75,7.208406639
258.9,7.107802804
259.05,6.57928748
259.2,6.7029613
259.35,5.955416091
259.5,6.235128044
259.65,7.164828888
259.8,5.943472931
259.95,6.399354171
260.1,6.773441827
260.25,6.367393543
260.4,5.811389223
260.55,6.687406737
260.7,6.543470009
260.85,6.296689553
261,6.341264927
261.15,6.177069087
261.3,5.074232677
261.45,5.375397649
261.6,7.154703122
261.75,6.590479594
261.9,6.052453552
262.05,6.931364846
262.2,6.391983059
262.35,5.861342837
262.5,5.8288164
262.65,6.915263599
262.8,7.171847571
262.95,6.271354757
263.1,6.719927309
263.25,7.543092368
263.4,6.561794165
263.55,6.435103284
263.7,6.553861922
263.85,7.26077756
264,6.21851592
264.15,5.818291809
264.3,6.24783813
264.45,6.020509029
264.6,5.686333619
264.75,5.671402557
264.9,6.91740495
265.05,6.881673562
265.2,5.479885585
265.35,5.245585168
265.5,5.1988055
265.65,7.022435453
265.8,5.019256248
265.95,6.747534379
266.1,6.982460574
266.25,6.53109236
266.4,6.227995471
266.55,6.3297953
266.7,5.519965475
266.85,5.4830272
267,7.269901086
267.15,6.812903281
267.3,6.851900454
267.45,6.612262005
267.6,6.469126967
267.75,6.868794672
267.9,5.458226029
268.05,7.103028733
268.2,6.5215582
268.35,6.186033818
268.5,6.769869056
268.65,5.945102373
268.8,6.641670888
268.95,6.419969859
269.1,7.222853657
269.25,6.105747237
269.4,6.415723591
269.55,6.800216126
269.7,7.03115709
269.85,8.512924083
270,6.734661685
270.15,6.452067189
270.3,7.41382815
270.45,6.413363019
270.6,6.277455953
270.75,7.127927643
270.9,6.592598293
271.05,6.378189775
271.2,6.552096497
271.35,6.377948155
271.5,4.833474674
271.65,5.800986746
271.8,7.007398209
271.95,6.039963246
272.1,5.798864899
272.25,5.147200103
272.4,5.34036239
272.55,6.070454378
272.7,6.451584581
272.85,6.287756159
273,6.383225737
273.15,5.823153
273.3,6.134477191
273.45,6.235903417
273.6,6.352972868
273.75,5.196857724
273.9,4.971359314
274.05,5.893745026
274.2,5.919136154
274.35,6.578123209
274.5,6.278266397
274.65,6.148167816
274.8,5.177011547
274.95,5.912559157
275.1,6.150907081
275.25,6.502886832
275.4,5.935013749
275.55,5.598509061
275.7,5.612749279
275.85,6.313214774
276,6.212508212
276.15,6.061642699
276.3,6.524978913
276.45,5.321973372
276.6,6.583003425
276.75,5.611761259
276.9,6.007216761
277.05,4.845911519
277.2,5.294305512
277.35,5.489917583
277.5,4.969385823
277.65,5.594218912
277.8,5.228137418
277.95,6.353303703
278.1,6.53222969
278.25,4.757410836
278.4,5.273303742
278.55,3.81176842
278.7,5.249681263
278.85,6.103407398
279,5.944190205
279.15,4.382691296
279.3,4.665949912
279.45,6.247944155
279.6,6.515998657
279.75,6.646443287
279.9,6.313688483
280.05,5.107742618
280.2,5.331621784
280.35,5.48145505
280.5,6.220187556
280.65,6.398484504
280.8,5.51746827
280.95,5.255761521
281.1,5.714096023
281.25,5.340639083
281.4,6.660964067
281.55,5.711281471
281.7,5.792982691
281.85,6.644243474
282,5.582694341
282.15,5.636745367
282.3,5.19964768
282.45,5.493634438
282.6,6.122010042
282.75,5.923928008
282.9,6.021763497
283.05,6.108161694
283.2,4.754704761
283.35,5.601914327
283.5,4.530123743
283.65,6.613099811
283.8,4.971061822
283.95,5.372778655
284.1,4.129409797
284.25,4.587891234
284.4,6.169825201
284.55,5.773525018
284.7,5.496479087
284.85,6.113633908
285,4.589070983
285.15,5.340334457
285.3,4.998861812
285.45,5.477868902
285.6,5.169137498
285.75,6.084349294
285.9,4.901869117
286.05,4.792228345
286.2,4.710497216
286.35,4.249858542
286.5,4.507889945
286.65,5.652185906
286.8,5.389896742
286.95,5.206101334
287.1,5.177993889
287.25,5.748493408
287.4,5.340196189
287.55,5.366919134
287.7,6.06498992
287.85,4.781290521
288,5.47122605
288.15,6.074612797
288.3,4.548352103
288.45,5.885651678
288.6,5.710224378
288.75,5.396745186
288.9,5.70644662
289.05,6.100799519
289.2,4.925747938
289.35,5.534824725
289.5,5.766881982
289.65,7.264834769
289.8,4.961617184
289.95,5.457755067
290.1,3.802940425
290.25,5.686463815
290.4,5.644066989
290.55,5.721670494
290.7,5.548712574
290.85,5.196291997
291,6.848551272
291.15,5.461445002
291.3,4.857731268
291.45,5.028159261
291.6,6.156853457
291.75,4.737622442
291.9,5.543998217
292.05,5.069937334
292.2,5.503134288
292.35,5.997481594
292.5,6.244802644
292.65,5.760867728
292.8,5.395940921
292.95,6.389187365
293.1,6.895707296
293.25,5.931279418
293.4,6.0815317
293.55,5.465688309
293.7,5.178728664
293.85,5.774695343
294,5.283279977
294.15,5.411094228
294.3,6.445373903
294.45,5.642321649
294.6,6.448792611
294.75,5.472103856
294.9,6.219884946
295.05,5.753932404
295.2,5.873780828
295.35,5.499326618
295.5,4.999462848
295.65,4.537906482
295.8,5.212222466
295.95,4.562611452
296.1,5.24853348
296.25,6.276293041
296.4,6.822763033
296.55,4.500837792
296.7,5.217366875
296.85,5.285265838
297,5.621703711
297.15,5.313456213
297.3,5.829739068
297.45,5.959056224
297.6,5.976239491
297.75,6.022486714
297.9,6.206606355
298.05,6.602742003
298.2,5.842019514
298.35,5.613112567
298.5,6.440000305
298.65,6.13960935
298.8,5.674421827
298.95,5.663646895
299.1,6.296767252
299.25,6.376797259
299.4,4.892245012
299.55,5.942193491
299.7,5.986927057
299.85,5.481698562
300,5.900109864
300.15,5.242441446
300.3,5.250358654
300.45,5.617420909
300.6,5.082585889
300.75,5.590703166
300.9,5.46446212
301.05,5.348849162
301.2,6.60210714
301.35,6.1758233
301.5,5.262178568
301.65,4.853941738
301.8,4.601688767
301.95,4.945827854
302.1,5.367589551
302.25,5.714928502
302.4,5.796059345
302.55,5.435578302
302.7,6.130613004
302.85,5.859334842
303,7.005606048
303.15,6.263474778
303.3,5.088160285
303.45,4.817493209
303.6,5.846995897
303.75,5.554553801
303.9,6.483178398
304.05,5.053524414
304.2,6.260699608
304.35,7.310148518
304.5,6.26404593
304.65,4.881889173
304.8,4.588278138
304.95,5.457052185
305.1,5.083781941
305.25,5.157143905
305.4,5.634484336
305.55,4.853699883
305.7,5.487787392
305.85,5.585840682
306,5.475040675
306.15,5.389286493
306.3,5.332408785
306.45,5.482284716
306.6,4.816083728
306.75,5.514442944
306.9,5.26967897
307.05,5.273728592
307.2,5.151975632
307.35,5.399752021
307.5,4.396928078
307.65,4.784708585
307.8,5.346350126
307.95,4.528760105
308.1,5.920468041
308.25,5.443024095
308.4,5.639190549
308.55,5.87127903
308.7,4.962173399
308.85,4.426395737
309,5.066126112
309.15,4.632102326
309.3,5.759781731
309.45,5.925766987
309.6,5.171179568
309.75,5.275054129
309.9,5.536168723
310.05,4.852802611
310.2,5.992308368
310.35,5.566066178
310.5,4.912257162
310.65,5.328408288
310.8,5.118181284
310.95,4.754910142
311.1,4.670874705
311.25,5.610819322
311.4,6.880263213
311.55,4.578898446
311.7,4.603307328
311.85,5.509354694
312,5.271617953
312.15,5.595730928
312.3,6.569242802
312.45,4.86033155
312.6,4.831844602
312.75,5.717515065
312.9,6.267558642
313.05,4.829502563
313.2,5.236451229
313.35,4.84807671
313.5,4.597931686
313.65,5.564675196
313.8,6.017212981
313.95,5.577911424
314.1,5.574529468
314.25,5.223912095
314.4,4.820814879
314.55,3.459619364
314.7,5.088640587
314.85,4.647311204
315,3.993720594
315.15,4.972663992
315.3,4.914100035
315.45,4.067788588
315.6,4.271314897
315.75,4.839276724
315.9,4.919316113
316.05,4.821437474
316.2,6.727729197
316.35,6.888194771
316.5,4.643230368
316.65,5.282962392
316.8,4.688333537
316.95,5.063726659
317.1,5.204356673
317.25,4.153134448
317.4,4.702584905
317.55,5.566912527
317.7,3.962068625
317.85,3.684856942
318,5.276012218
318.15,3.580293218
318.3,4.243332576
318.45,4.248827517
318.6,4.825490499
318.75,4.691748991
318.9,4.587794434
319.05,4.361934091
319.2,5.31049066
319.35,4.679540745
319.5,5.126518373
319.65,4.312547792
319.8,4.340327851
319.95,5.611389986
320.1,5.815284534
320.25,4.949213031
320.4,4.954495444
320.55,5.596832566
320.7,4.499520695
320.85,4.542775974
321,4.976097279
321.15,5.184008923
321.3,5.146039607
321.45,6.222079887
321.6,6.671893067
321.75,5.258128782
321.9,4.766798985
322.05,5.150416686
322.2,5.345737058
322.35,5.042281694
322.5,5.456590794
322.65,4.231272723
322.8,5.001904567
322.95,5.539320816
323.1,5.43731766
323.25,4.811309379
323.4,4.036970352
323.55,5.405202493
323.7,5.695590569
323.85,5.519766356
324,4.699412894
324.15,4.208455845
324.3,4.243286454
324.45,4.3189503
324.6,5.68654719
324.75,4.586733473
324.9,4.187572397
325.05,4.62554254
325.2,5.215573786
325.35,3.169418796
325.5,5.012923546
325.65,4.597263549
325.8,4.587149484
325.95,5.19612723
326.1,5.412784392
326.25,4.932612021
326.4,4.165395884
326.55,4.615474413
326.7,4.636575623
326.85,4.956633337
327,4.958746805
327.15,5.230398885
327.3,4.922335852
327.45,5.295282809
327.6,5.898041971
327.75,5.68393707
327.9,4.925647804
328.05,5.220096995
328.2,4.456515874
328.35,5.467125229
328.5,5.071128109
328.65,5.777920127
328.8,5.383861902
328.95,4.65013109
329.1,4.979390468
329.25,5.219412991
329.4,4.379593516
329.55,6.105642034
329.7,3.782898044
329.85,4.219252378
330,4.401903209
330.15,5.549569558
330.3,4.957522275
330.45,5.997541124
330.6,5.006362786
330.75,3.855982983
330.9,4.785794755
331.05,4.352314604
331.2,4.287162567
331.35,5.28188172
331.5,3.718989165
331.65,3.837152218
331.8,3.769066807
331.95,3.901567938
332.1,4.568562358
332.25,4.444100314
332.4,4.886652839
332.55,4.288739185
332.7,4.26874715
332.85,3.794672777
333,4.200054745
333.15,4.957840243
333.3,3.608429111
333.45,4.146850527
333.6,4.299589907
333.75,4.215180533
333.9,5.036633747
334.05,4.788338041
334.2,5.209210602
334.35,4.934423432
334.5,4.853277995
334.65,4.747100805
334.8,4.756677582
334.95,5.203520394
335.1,4.638314459
335.25,3.653456729
335.4,3.818810016
335.55,4.738889754
335.7,4.10825891
335.85,5.281248423
336,5.66873364
336.15,4.690822538
336.3,4.525957924
336.45,5.457361869
336.6,5.11308163
336.75,5.12703247
336.9,4.19960677
337.05,4.862932503
337.2,3.871930675
337.35,4.050182258
337.5,4.215655393
337.65,4.616865758
337.8,4.578167787
337.95,4.012905414
338.1,5.59215043
338.25,5.12643488
338.4,4.043127649
338.55,5.136860818
338.7,4.447942778
338.85,4.209627144
339,4.808342831
339.15,4.614306876
339.3,5.744962762
339.45,4.166112977
339.6,4.125706933
339.75,4.143440612
339.9,4.537095221
340.05,4.941314029
340.2,4.958483768
340.35,4.801300232
340.5,4.513902409
340.65,5.041800311
340.8,4.718381083
340.95,5.176332637
341.1,4.503312102
341.25,4.640114696
341.4,4.032445241
341.55,4.584755616
341.7,5.182345215
341.85,4.733615484
342,5.472569148
342.15,5.592635428
342.3,5.260820874
342.45,4.97259252
342.6,5.414341566
342.75,5.466747109
342.9,4.274852415
343.05,5.417274972
343.2,4.207956812
343.35,4.934578932
343.5,5.038428546
343.65,4.74400728
343.8,4.434366039
343.95,4.661085676
344.1,4.717269218
344.25,4.747434521
344.4,4.718602478
344.55,4.34519999
344.7,5.445650143
344.85,4.106871986
345,4.50029984
345.15,5.132727683
345.3,3.800962888
345.45,4.710873896
345.6,4.445918387
345.75,4.367366516
345.9,4.20265169
346.05,5.030622435
346.2,3.799184813
346.35,5.156845124
346.5,4.761930402
346.65,5.153153509
346.8,4.507866546
346.95,4.666646447
347.1,4.793551569
347.25,3.802680926
347.4,4.292150357
347.55,4.473142222
347.7,5.182200563
347.85,4.240879519
348,4.365817626
348.15,3.620208107
348.3,3.979894492
348.45,4.385355156
348.6,4.516889731
348.75,4.112384894
348.9,4.256173362
349.05,3.76330399
349.2,3.562851904
349.35,3.941275789
349.5,3.977296157
349.65,4.362520552
349.8,4.146612265
349.95,3.15296242
350.1,3.599395182
350.25,2.123570959
350.4,4.376716534
350.55,4.586402765
350.7,3.536566856
350.85,3.497533982
351,3.721156338
351.15,5.158604091
351.3,4.369079019
351.45,3.970190013
351.6,4.349600942
351.75,2.765510723
351.9,4.626048647
352.05,3.692402131
352.2,4.228348103
352.35,4.884690166
352.5,4.409972808
352.65,4.103937172
352.8,4.459976413
352.95,4.391418432
353.1,4.550048409
353.25,4.575970726
353.4,3.905449416
353.55,3.355594735
353.7,3.605156995
353.85,4.941429438
354,3.955701153
354.15,3.425904917
354.3,3.090185995
354.45,3.87349284
354.6,3.356769339
354.75,3.682572701
354.9,3.593450112
355.05,3.580262999
355.2,2.576024603
355.35,3.126875044
355.5,3.716950919
355.65,2.591613554
355.8,2.515766546
355.95,3.729472389
356.1,3.726527289
356.25,3.964374166
356.4,3.991164683
356.55,2.92554178
356.7,2.773265262
356.85,4.46849518
357,3.739700326
357.15,4.400219853
357.3,4.132289367
357.45,3.562300276
357.6,4.352439927
357.75,4.988939285
357.9,2.937357461
358.05,3.309551867
358.2,2.14263888
358.35,3.963504714
358.5,3.971251418
358.65,4.202997292
358.8,3.70617442
358.95,4.542268871
359.1,3.851845045
359.25,3.524549455
359.4,3.559513411
359.55,2.714343308
359.7,3.842558189
359.85,3.047184949
360,2.720232673
360.15,2.961322867
360.3,3.570961265
360.45,3.542705183
360.6,3.155719868
360.75,2.98096007
360.9,3.346629597
361.05,4.338752192
361.2,3.912944257
361.35,3.579922359
361.5,3.739014715
361.65,3.419762397
361.8,3.859722987
361.95,3.296325706
362.1,3.615796211
362.25,4.112233614
362.4,3.546171676
362.55,3.774774204
362.7,4.325607716
362.85,4.415392679
363,3.269018077
363.15,4.410021616
363.3,5.402759063
363.45,4.221318407
363.6,3.236080569
363.75,3.869000286
363.9,3.85215952
364.05,4.07091267
364.2,4.508032642
364.35,4.5998075
364.5,4.241367645
364.65,3.577361536
364.8,4.042074379
364.95,3.298101379
365.1,2.927427008
365.25,2.912304997
365.4,3.68974685
365.55,3.549654562
365.7,3.527627531
365.85,3.472074453
366,3.887278629
366.15,3.112184379
366.3,3.633948776
366.45,3.13093507
366.6,3.249821537
366.75,3.120975939
366.9,3.70527486
367.05,4.072997419
367.2,4.217407413
367.35,3.980915688
367.5,4.153938412
367.65,3.487241806
367.8,3.479872053
367.95,3.449266588
368.1,2.311167856
368.25,3.770574135
368.4,4.045655163
368.55,2.69531699
368.7,2.161455599
368.85,2.936770002
369,3.628502574
369.15,3.175637257
369.3,2.019380639
369.45,3.223013692
369.6,1.219045037
369.75,2.274209991
369.9,3.702660016
370.05,3.379125622
370.2,3.452663658
370.35,3.469644631
370.5,3.227589039
370.65,2.421348978
370.8,3.799477734
370.95,3.818691715
371.1,3.18904341
371.25,3.354800391
371.4,3.564942202
371.55,3.411869794
371.7,3.862836239
371.85,2.408649177
372,3.167392635
372.15,2.916685798
372.3,2.700986933
372.45,2.746758656
372.6,2.789281494
372.75,3.613733104
372.9,3.628939635
373.05,2.817794749
373.2,4.634076375
373.35,4.210347367
373.5,4.701316659
373.65,3.15658334
373.8,5.158181326
373.95,4.197194023
374.1,3.626460752
374.25,4.268052637
374.4,5.146341514
374.55,4.135785139
374.7,4.370443654
374.85,3.825260925
375,3.913685047
375.15,4.044547037
375.3,3.257582566
375.45,3.618731264
375.6,4.044206367
375.75,4.929474758
375.9,4.060577559
376.05,3.868597243
376.2,3.679126987
376.35,3.664723604
376.5,4.420172194
376.65,4.136753569
376.8,4.338213289
376.95,3.987939978
377.1,4.437901497
377.25,4.774676187
377.4,3.730295286
377.55,3.186267762
377.7,2.760245332
377.85,4.136193857
378,4.162539992
378.15,3.702957588
378.3,4.11560707
378.45,3.451760192
378.6,4.891426241
378.75,3.636662938
378.9,4.490048915
379.05,3.655436825
379.2,3.860374762
379.35,4.754340454
379.5,3.683560511
379.65,3.597037615
379.8,5.037488594
379.95,2.866673856
380.1,4.458777635
380.25,4.971509071
380.4,5.166139657
380.55,5.228137722
380.7,4.206719872
380.85,4.188568773
381,3.979339909
381.15,4.676374623
381.3,4.593980198
381.45,4.294804745
381.6,3.414233759
381.75,4.451282345
381.9,4.475437271
382.05,5.040841197
382.2,4.400705896
382.35,4.754564389
382.5,4.057107248
382.65,2.546035056
382.8,3.404154639
382.95,4.254658662
383.1,3.826782422
383.25,2.912985923
383.4,4.873787024
383.55,4.343624546
383.7,3.645633206
383.85,3.882109742
384,3.523618835
384.15,3.092834153
384.3,2.498294803
384.45,2.715273363
384.6,3.69324145
384.75,3.570063207
384.9,2.499254922
385.05,1.888007322
385.2,2.940835997
385.35,4.155308291
385.5,3.06042968
385.65,3.731676425
385.8,3.018619796
385.95,2.206250774
386.1,3.696538331
386.25,3.698114043
386.4,3.917665772
386.55,4.515497958
386.7,3.856237305
386.85,4.298904145
387,3.412183465
387.15,4.159278988
387.3,4.339290318
387.45,4.137892087
387.6,3.63059863
387.75,4.259337815
387.9,4.314299927
388.05,4.193490135
388.2,4.564241748
388.35,4.673601861
388.5,4.274781787
388.65,4.030542253
388.8,4.020523725
388.95,3.661844836
389.1,3.733500142
389.25,4.210724083
389.4,4.143082907
389.55,3.589914806
389.7,2.83550608
389.85,3.063139023
390,2.935960889
390.15,3.897348836
390.3,4.344711658
390.45,4.765308189
390.6,3.565023749
390.75,2.813279468
390.9,3.561602955
391.05,4.587587628
391.2,4.326143647
391.35,4.09930151
391.5,3.663170124
391.65,3.942625884
391.8,2.927387474
391.95,3.516353137
392.1,4.367563287
392.25,4.817434036
392.4,3.540075524
392.55,3.765527485
392.7,4.511845446
392.85,4.830570468
393,5.244111758
393.15,4.419797707
393.3,4.167362176
393.45,4.572544589
393.6,4.40903167
393.75,3.848414397
393.9,3.62683994
394.05,5.680574183
394.2,4.67693691
394.35,4.14721765
394.5,5.341441876
