position,age
16.47375,1.613
16.48125,1.614
16.48875,1.615
16.49625,1.616
16.50375,1.617
16.51125,1.618
16.51875,1.619
16.52625,1.62
16.53375,1.621
16.54125,1.622
16.54875,1.623
16.55625,1.624
16.56375,1.625
16.57125,1.626
16.57875,1.627
16.58625,1.628
16.59375,1.629
16.60125,1.63
16.60875,1.631
16.61625,1.632
16.62375,1.633
16.63125,1.634
16.63875,1.635
16.64625,1.636
16.65375,1.637
16.66125,1.638
16.66875,1.639
16.67625,1.64
16.68375,1.641
16.69125,1.642
16.69875,1.643
16.70625,1.644
16.71375,1.645
16.72125,1.646
16.72875,1.647
16.73625,1.648
16.74375,1.649
16.75125,1.65
16.75875,1.651
16.76625,1.652
16.77375,1.653
16.78125,1.654
16.78875,1.655
16.79625,1.656
16.80375,1.657
16.81125,1.658
16.81875,1.659
16.82625,1.66
16.83375,1.661
16.84125,1.662
16.84875,1.663
16.85625,1.664
16.86375,1.665
16.87125,1.666
16.87875,1.667
16.88625,1.668
16.89375,1.669
16.90125,1.67
16.90875,1.671
16.91625,1.672
16.92375,1.673
16.93125,1.674
16.93875,1.675
16.94625,1.676
16.95375,1.677
16.96125,1.678
16.96875,1.679
16.97625,1.68
16.98375,1.681
16.99125,1.682
16.99875,1.683
17.00625,1.684
17.01375,1.685
17.02125,1.686
17.02875,1.687
17.03625,1.688
17.04375,1.689
17.05125,1.69
17.05875,1.691
17.06625,1.692
17.07375,1.693
17.08125,1.694
17.08875,1.695
17.09625,1.696
17.10375,1.697
17.11125,1.698
17.11875,1.699
17.12625,1.7
17.13375,1.701
17.14125,1.702
17.14875,1.703
17.15625,1.704
17.16375,1.705
17.17125,1.706
17.17875,1.707
17.18625,1.708
17.19375,1.709
17.20125,1.71
17.20875,1.711
17.21625,1.712
17.22375,1.713
17.23125,1.714
17.23875,1.715
17.24625,1.716
17.25375,1.717
17.26125,1.718
17.26875,1.719
17.27625,1.72
17.28375,1.721
17.29125,1.722
17.29875,1.723
17.30625,1.724
17.31375,1.725
17.32125,1.726
17.32875,1.727
17.33625,1.728
17.34375,1.729
17.35125,1.73
17.35875,1.731
17.36625,1.732
17.37375,1.733
17.38125,1.734
17.38875,1.735
17.39625,1.736
17.40375,1.737
17.41125,1.738
17.41875,1.739
17.42625,1.74
17.43375,1.741
17.44125,1.742
17.44875,1.743
17.45625,1.744
17.46375,1.745
17.47125,1.746
17.47875,1.747
17.48625,1.748
17.49375,1.749
17.50125,1.75
17.50875,1.751
17.51625,1.752
17.52375,1.753
17.53125,1.754
17.53875,1.755
17.54625,1.756
17.55375,1.757
17.56125,1.758
17.56875,1.759
17.57625,1.76
17.58375,1.761
17.59125,1.762
17.59875,1.763
17.60625,1.764
17.61375,1.765
17.62125,1.766
17.62875,1.767
17.63625,1.768
17.64375,1.769
17.65125,1.77
17.65875,1.771
17.66625,1.772
17.67375,1.773
17.68125,1.774
17.68875,1.775
17.69625,1.776
17.70375,1.777
17.71125,1.778
17.71875,1.779
17.72625,1.78
17.73375,1.781
17.74125,1.782
17.74875,1.783
17.75625,1.784
17.76375,1.785
17.77125,1.786
17.77875,1.787
17.78625,1.788
17.79375,1.789
17.80125,1.79
17.80875,1.791
17.81625,1.792
17.82375,1.793
17.83125,1.794
17.83875,1.795
17.84625,1.796
17.85375,1.797
17.86125,1.798
17.86875,1.799
17.87625,1.8
17.88375,1.801
17.89125,1.802
17.89875,1.803
17.90625,1.804
17.91375,1.805
17.92125,1.806
17.92875,1.807
17.93625,1.808
17.94375,1.809
17.95125,1.81
17.95875,1.811
17.96625,1.812
17.97375,1.813
17.98125,1.814
17.98875,1.815
17.99625,1.816
18.00375,1.817
18.01125,1.818
18.01875,1.819
18.02625,1.82
18.03375,1.821
18.04125,1.822
18.04875,1.823
18.05625,1.824
18.06375,1.825
18.07125,1.826
18.07875,1.827
18.08625,1.828
18.09375,1.829
18.10125,1.83
18.10875,1.831
18.11625,1.832
18.12375,1.833
18.13125,1.834
18.13875,1.835
18.14625,1.836
18.15375,1.837
18.16125,1.838
18.16875,1.839
18.17625,1.84
18.18375,1.841
18.19125,1.842
18.19875,1.843
18.20625,1.844
18.21375,1.845
18.22125,1.846
18.22875,1.847
18.23625,1.848
18.24375,1.849
18.25125,1.85
18.25875,1.851
18.26625,1.852
18.27375,1.853
18.28125,1.854
18.28875,1.855
18.29625,1.856
18.30375,1.857
18.31125,1.858
18.31875,1.859
18.32625,1.86
18.33375,1.861
18.34125,1.862
18.34875,1.863
18.35625,1.864
18.36375,1.865
18.37125,1.866
18.37875,1.867
18.38625,1.868
18.39375,1.869
18.40125,1.87
18.40875,1.871
18.41625,1.872
18.42375,1.873
18.43125,1.874
18.43875,1.875
18.44625,1.876
18.45375,1.877
18.46125,1.878
18.46875,1.879
18.47625,1.88
18.48375,1.881
18.49125,1.882
18.49875,1.883
18.50625,1.884
18.51375,1.885
18.52125,1.886
18.52875,1.887
18.53625,1.888
18.54375,1.889
18.55125,1.89
18.55875,1.891
18.56625,1.892
18.57375,1.893
18.58125,1.894
18.58875,1.895
18.59625,1.896
18.60375,1.897
18.61125,1.898
18.61875,1.899
18.62625,1.9
18.63375,1.901
18.64125,1.902
18.64875,1.903
18.65625,1.904
18.66375,1.905
18.67125,1.906
18.67875,1.907
18.68625,1.908
18.69375,1.909
18.70125,1.91
18.70875,1.911
18.71625,1.912
18.72375,1.913
18.73125,1.914
18.73875,1.915
18.74625,1.916
18.75375,1.917
18.76125,1.918
18.76875,1.919
18.77625,1.92
18.78375,1.921
18.79125,1.922
18.79875,1.923
18.80625,1.924
18.81375,1.925
18.82125,1.926
18.82875,1.927
18.83625,1.928
18.84375,1.929
18.85125,1.93
18.85875,1.931
18.86625,1.932
18.87375,1.933
18.88125,1.934
18.88875,1.935
18.89625,1.936
18.90375,1.937
18.91125,1.938
18.91875,1.939
18.92625,1.94
18.93375,1.941
18.94125,1.942
18.94875,1.943
18.95625,1.944
18.96375,1.945
18.97125,1.946
18.97875,1.947
18.98625,1.948
18.99375,1.949
19.00125,1.95
19.00875,1.951
19.01625,1.952
19.02375,1.953
19.03125,1.954
19.03875,1.955
19.04625,1.956
19.05375,1.957
19.06125,1.958
19.06875,1.959
19.07625,1.96
19.08375,1.961
19.09125,1.962
19.09875,1.963
19.10625,1.964
19.11375,1.965
19.12125,1.966
19.12875,1.967
19.13625,1.968
19.14375,1.969
19.15125,1.97
19.15875,1.971
19.16625,1.972
19.17375,1.973
19.18125,1.974
19.18875,1.975
19.19625,1.976
19.20375,1.977
19.21125,1.978
19.21875,1.979
19.22625,1.98
19.23375,1.981
19.24125,1.982
19.24875,1.983
19.25625,1.984
19.26375,1.985
19.27125,1.986
19.27875,1.987
19.28625,1.988
19.29375,1.989
19.30125,1.99
19.30875,1.991
19.31625,1.992
19.32375,1.993
19.33125,1.994
19.33875,1.995
19.34625,1.996
19.35375,1.997
19.36125,1.998
19.36875,1.999
19.37625,2
